Mozilla/5.0 (X11; Linux i686) AppleWebKit/5322 (KHTML, like Gecko) Chrome/40.0.895.0 Safari/5322
Mozilla/5.0 (X11; Linux i686) AppleWebKit/5311 (KHTML, like Gecko) Chrome/58.0.811.0 Safari/5311
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5350 (KHTML, like Gecko) Chrome/63.0.834.0 Safari/5350
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8) AppleWebKit/5361 (KHTML, like Gecko) Chrome/43.0.840.0 Safari/5361
Mozilla/5.0 (Windows NT 5.0) AppleWebKit/5331 (KHTML, like Gecko) Chrome/33.0.845.0 Safari/5331
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/5320 (KHTML, like Gecko) Chrome/59.0.832.0 Safari/5320
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/5311 (KHTML, like Gecko) Chrome/45.0.846.0 Safari/5311
Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_1) AppleWebKit/5322 (KHTML, like Gecko) Chrome/21.0.824.0 Safari/5322
Mozilla/5.0 (X11; Linux i686) AppleWebKit/5360 (KHTML, like Gecko) Chrome/20.0.856.0 Safari/5360
Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5351 (KHTML, like Gecko) Chrome/38.0.840.0 Safari/5351
Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_6) AppleWebKit/5322 (KHTML, like Gecko) Chrome/23.0.882.0 Safari/5322
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5320 (KHTML, like Gecko) Chrome/43.0.829.0 Safari/5320
Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5352 (KHTML, like Gecko) Chrome/33.0.811.0 Safari/5352
Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_7) AppleWebKit/5332 (KHTML, like Gecko) Chrome/59.0.865.0 Safari/5332
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5351 (KHTML, like Gecko) Chrome/59.0.889.0 Safari/5351
Mozilla/5.0 (Windows NT 5.0) AppleWebKit/5321 (KHTML, like Gecko) Chrome/29.0.882.0 Safari/5321
Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_2) AppleWebKit/5352 (KHTML, like Gecko) Chrome/49.0.839.0 Safari/5352
Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5330 (KHTML, like Gecko) Chrome/20.0.864.0 Safari/5330
Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_4) AppleWebKit/5361 (KHTML, like Gecko) Chrome/29.0.829.0 Safari/5361
Mozilla/5.0 (X11; Linux i686) AppleWebKit/5341 (KHTML, like Gecko) Chrome/34.0.854.0 Safari/5341
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4) AppleWebKit/5350 (KHTML, like Gecko) Chrome/49.0.859.0 Safari/5350
Mozilla/5.0 (X11; Linux i686) AppleWebKit/5350 (KHTML, like Gecko) Chrome/52.0.858.0 Safari/5350
Mozilla/5.0 (X11; Linux i686) AppleWebKit/5350 (KHTML, like Gecko) Chrome/59.0.839.0 Safari/5350
Mozilla/5.0 (X11; Linux i686) AppleWebKit/5341 (KHTML, like Gecko) Chrome/52.0.840.0 Safari/5341
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/5311 (KHTML, like Gecko) Chrome/27.0.845.0 Safari/5311
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5) AppleWebKit/5351 (KHTML, like Gecko) Chrome/39.0.817.0 Safari/5351
Mozilla/5.0 (X11; Linux i686) AppleWebKit/5332 (KHTML, like Gecko) Chrome/38.0.892.0 Safari/5332
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0) AppleWebKit/5352 (KHTML, like Gecko) Chrome/13.0.838.0 Safari/5352
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_2) AppleWebKit/5340 (KHTML, like Gecko) Chrome/26.0.823.0 Safari/5340
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/5322 (KHTML, like Gecko) Chrome/17.0.871.0 Safari/5322
Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2) AppleWebKit/5362 (KHTML, like Gecko) Chrome/59.0.859.0 Safari/5362
Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_3) AppleWebKit/5351 (KHTML, like Gecko) Chrome/51.0.826.0 Safari/5351
Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_9) AppleWebKit/5360 (KHTML, like Gecko) Chrome/35.0.852.0 Safari/5360
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5331 (KHTML, like Gecko) Chrome/46.0.881.0 Safari/5331
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/44.0.809.0 Safari/5360
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5342 (KHTML, like Gecko) Chrome/44.0.858.0 Safari/5342
Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5351 (KHTML, like Gecko) Chrome/15.0.894.0 Safari/5351
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/5352 (KHTML, like Gecko) Chrome/35.0.897.0 Safari/5352
Mozilla/5.0 (X11; Linux i686) AppleWebKit/5341 (KHTML, like Gecko) Chrome/25.0.869.0 Safari/5341
Mozilla/5.0 (Windows CE) AppleWebKit/5351 (KHTML, like Gecko) Chrome/51.0.848.0 Safari/5351
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5341 (KHTML, like Gecko) Chrome/26.0.834.0 Safari/5341
Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6) AppleWebKit/5352 (KHTML, like Gecko) Chrome/45.0.881.0 Safari/5352
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5340 (KHTML, like Gecko) Chrome/53.0.866.0 Safari/5340
Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/22.0.890.0 Safari/5360
Mozilla/5.0 (X11; Linux i686) AppleWebKit/5311 (KHTML, like Gecko) Chrome/29.0.805.0 Safari/5311
